ips_allocated,subnet_id,subnet_size,month,year,avg_ips_allocated_last_month
79,1,256,2,2023,96.25806451612904
82,5,128,1,2023,0.0
11,2,256,6,2023,83.25806451612904
13,7,128,1,2023,0.0
22,10,256,3,2023,105.53571428571429
103,4,128,5,2023,84.0
208,7,256,5,2023,86.1
209,8,256,12,2023,95.6
166,6,256,11,2023,78.64516129032258
36,2,256,7,2023,90.7
26,7,128,2,2023,66.80645161290323
21,5,256,12,2023,75.5
102,1,128,11,2023,78.90322580645162
67,1,256,8,2023,78.80645161290323
9,5,256,8,2023,77.87096774193549
70,6,128,6,2023,89.74193548387096
71,5,128,6,2023,97.3225806451613
97,9,256,1,2023,0.0
76,7,256,12,2023,86.03333333333333
7,2,256,12,2023,78.2
85,6,128,11,2023,78.64516129032258
30,3,256,2,2023,91.03225806451613
56,4,256,4,2023,74.09677419354838
59,3,256,8,2023,100.80645161290323
61,8,128,7,2023,84.0
144,8,256,1,2023,0.0
90,8,128,6,2023,89.48387096774194
38,10,128,3,2023,105.53571428571429
7,10,128,3,2023,105.53571428571429
51,10,256,11,2023,89.09677419354838
56,9,256,9,2023,104.35483870967742
57,10,128,11,2023,89.09677419354838
149,10,256,10,2023,85.7
75,7,128,11,2023,84.19354838709677
94,7,256,2,2023,66.80645161290323
4,5,256,3,2023,78.35714285714286
5,5,128,2,2023,97.87096774193549
19,10,128,11,2023,89.09677419354838
113,7,128,1,2023,0.0
104,8,256,2,2023,94.0
87,5,256,1,2023,0.0
85,7,128,7,2023,77.43333333333334
97,9,128,5,2023,69.3
59,5,128,4,2023,81.90322580645162
143,5,256,10,2023,58.96666666666667
81,8,128,12,2023,95.6
210,6,256,12,2023,88.76666666666667
225,10,256,1,2023,0.0
173,3,256,6,2023,114.2258064516129
7,9,128,3,2023,78.5
15,7,128,8,2023,90.35483870967742
90,10,128,10,2023,85.7
57,1,128,3,2023,84.67857142857143
173,6,256,6,2023,89.74193548387096
111,6,128,1,2023,0.0
100,9,128,4,2023,78.6774193548387
96,9,128,5,2023,69.3
87,9,128,7,2023,77.43333333333334
5,10,256,11,2023,89.09677419354838
15,10,128,12,2023,83.86666666666666
217,3,256,9,2023,107.09677419354838
50,4,128,8,2023,88.51612903225806
67,6,128,6,2023,89.74193548387096
58,6,128,11,2023,78.64516129032258
13,1,256,4,2023,63.32258064516129
142,4,256,8,2023,88.51612903225806
192,2,256,9,2023,85.09677419354838
115,10,128,6,2023,95.16129032258064
18,10,256,5,2023,91.06666666666666
2,9,128,8,2023,86.7741935483871
112,7,128,5,2023,86.1
8,7,128,1,2023,0.0
130,9,256,4,2023,78.6774193548387
93,9,128,7,2023,77.43333333333334
185,1,256,11,2023,78.90322580645162
72,9,256,10,2023,78.0
47,2,128,1,2023,0.0
4,8,128,12,2023,95.6
52,10,128,1,2023,0.0
85,2,128,3,2023,89.17857142857143
20,1,256,4,2023,63.32258064516129
24,8,256,7,2023,84.0
54,3,256,5,2023,81.36666666666666
196,10,256,6,2023,95.16129032258064
22,9,128,2,2023,86.58064516129032
42,10,128,4,2023,90.0
33,10,256,3,2023,105.53571428571429
86,8,256,7,2023,84.0
46,5,128,1,2023,0.0
84,4,128,4,2023,74.09677419354838
181,6,256,5,2023,95.36666666666666
96,4,128,10,2023,93.83333333333333
29,8,128,2,2023,94.0
63,6,256,3,2023,49.392857142857146
12,7,128,7,2023,77.43333333333334
31,4,256,5,2023,84.0
33,3,256,5,2023,81.36666666666666
114,1,128,9,2023,95.54838709677419
125,3,256,7,2023,72.1
109,10,128,3,2023,105.53571428571429
166,3,256,4,2023,81.41935483870968
102,4,256,12,2023,78.33333333333333
229,5,256,4,2023,81.90322580645162
85,7,128,8,2023,90.35483870967742
95,10,256,11,2023,89.09677419354838
69,7,128,11,2023,84.19354838709677
225,10,256,9,2023,99.70967741935483
23,7,256,11,2023,84.19354838709677
178,4,256,8,2023,88.51612903225806
103,10,256,5,2023,91.06666666666666
98,2,128,9,2023,85.09677419354838
75,10,256,5,2023,91.06666666666666
82,1,128,9,2023,95.54838709677419
110,1,256,12,2023,92.3
120,3,256,6,2023,114.2258064516129
62,10,128,10,2023,85.7
26,2,128,5,2023,73.53333333333333
2,5,256,10,2023,58.96666666666667
3,5,128,1,2023,0.0
48,8,128,11,2023,104.2258064516129
62,6,256,6,2023,89.74193548387096
209,3,256,8,2023,100.80645161290323
32,7,128,10,2023,73.3
37,6,128,10,2023,95.46666666666667
82,9,128,11,2023,78.45161290322581
29,6,256,8,2023,108.06451612903226
111,1,128,12,2023,92.3
18,2,128,11,2023,84.12903225806451
14,5,128,2,2023,97.87096774193549
126,8,256,8,2023,95.61290322580645
106,5,256,1,2023,0.0
64,9,128,9,2023,104.35483870967742
65,6,256,7,2023,76.76666666666667
23,9,128,4,2023,78.6774193548387
3,7,128,1,2023,0.0
88,9,256,12,2023,73.7
228,4,256,7,2023,83.76666666666667
49,6,256,1,2023,0.0
101,6,256,6,2023,89.74193548387096
9,4,128,7,2023,83.76666666666667
187,5,256,3,2023,78.35714285714286
169,4,256,3,2023,84.0
182,7,256,5,2023,86.1
100,4,128,8,2023,88.51612903225806
1,6,256,11,2023,78.64516129032258
112,6,128,12,2023,88.76666666666667
19,3,256,10,2023,84.73333333333333
109,10,256,12,2023,83.86666666666666
48,2,128,3,2023,89.17857142857143
62,6,256,8,2023,108.06451612903226
31,10,256,2,2023,79.96774193548387
43,2,256,4,2023,98.90322580645162
115,1,128,6,2023,85.35483870967742
179,5,256,1,2023,0.0
105,5,256,3,2023,78.35714285714286
108,1,128,2,2023,96.25806451612904
40,2,256,10,2023,87.86666666666666
18,5,256,5,2023,79.4
191,7,256,7,2023,77.43333333333334
62,7,256,11,2023,84.19354838709677
137,10,256,10,2023,85.7
63,2,256,11,2023,84.12903225806451
21,4,256,8,2023,88.51612903225806
50,4,256,3,2023,84.0
26,5,256,6,2023,97.3225806451613
5,6,128,3,2023,49.392857142857146
15,9,256,12,2023,73.7
24,4,128,4,2023,74.09677419354838
40,6,128,3,2023,49.392857142857146
28,10,128,7,2023,80.43333333333334
15,3,128,1,2023,0.0
57,10,128,5,2023,91.06666666666666
142,1,256,12,2023,92.3
66,6,128,9,2023,77.16129032258064
172,5,256,7,2023,71.56666666666666
78,7,256,4,2023,82.93548387096774
79,9,256,2,2023,86.58064516129032
38,5,256,2,2023,97.87096774193549
29,2,256,12,2023,78.2
2,1,128,1,2023,0.0
53,6,128,4,2023,98.90322580645162
183,6,256,5,2023,95.36666666666666
67,2,128,4,2023,98.90322580645162
28,5,256,12,2023,75.5
10,5,128,1,2023,0.0
113,10,256,1,2023,0.0
70,1,128,12,2023,92.3
16,6,256,5,2023,95.36666666666666
191,8,256,7,2023,84.0
58,7,256,11,2023,84.19354838709677
92,1,128,2,2023,96.25806451612904
14,8,128,8,2023,95.61290322580645
54,5,128,12,2023,75.5
76,4,128,12,2023,78.33333333333333
141,5,256,12,2023,75.5
6,4,128,1,2023,0.0
109,2,256,6,2023,83.25806451612904
52,9,256,9,2023,104.35483870967742
32,3,128,4,2023,81.41935483870968
2,7,128,2,2023,66.80645161290323
193,8,256,5,2023,86.3
27,1,128,8,2023,78.80645161290323
57,8,128,8,2023,95.61290322580645
15,6,128,10,2023,95.46666666666667
3,4,128,4,2023,74.09677419354838
55,3,256,11,2023,90.06451612903226
36,3,128,8,2023,100.80645161290323
60,9,256,10,2023,78.0
42,9,256,10,2023,78.0
70,2,128,9,2023,85.09677419354838
3,9,128,3,2023,78.5
55,5,128,2,2023,97.87096774193549
74,8,256,7,2023,84.0
148,2,256,6,2023,83.25806451612904
198,9,256,12,2023,73.7
230,8,256,6,2023,89.48387096774194
10,8,256,1,2023,0.0
206,10,256,8,2023,101.16129032258064
51,5,128,4,2023,81.90322580645162
4,5,256,12,2023,75.5
14,1,128,3,2023,84.67857142857143
0,5,256,5,2023,79.4
195,1,256,6,2023,85.35483870967742
34,2,128,9,2023,85.09677419354838
54,4,256,2,2023,83.74193548387096
166,3,256,8,2023,100.80645161290323
20,1,256,6,2023,85.35483870967742
73,4,128,11,2023,80.58064516129032
162,3,256,2,2023,91.03225806451613
112,3,128,3,2023,73.82142857142857
42,7,128,5,2023,86.1
4,2,256,1,2023,0.0
147,7,256,11,2023,84.19354838709677
45,6,128,2,2023,85.16129032258064
83,7,128,6,2023,105.6774193548387
63,10,128,6,2023,95.16129032258064
28,9,128,5,2023,69.3
11,6,256,10,2023,95.46666666666667
184,10,256,3,2023,105.53571428571429
124,1,256,1,2023,0.0
162,10,256,7,2023,80.43333333333334
224,7,256,3,2023,74.57142857142857
225,7,256,4,2023,82.93548387096774
100,9,256,11,2023,78.45161290322581
110,5,256,9,2023,59.38709677419355
31,6,256,7,2023,76.76666666666667
7,8,128,6,2023,89.48387096774194
159,2,256,4,2023,98.90322580645162
103,6,128,4,2023,98.90322580645162
74,2,256,5,2023,73.53333333333333
127,5,256,5,2023,79.4
12,8,128,9,2023,81.38709677419355
27,4,256,10,2023,93.83333333333333
72,7,128,3,2023,74.57142857142857
126,4,256,9,2023,90.12903225806451
186,8,256,10,2023,83.53333333333333
168,10,256,8,2023,101.16129032258064
3,7,128,3,2023,74.57142857142857
62,1,128,2,2023,96.25806451612904
177,3,256,7,2023,72.1
103,4,128,12,2023,78.33333333333333
31,9,256,9,2023,104.35483870967742
96,8,256,10,2023,83.53333333333333
160,6,256,4,2023,98.90322580645162
115,6,128,4,2023,98.90322580645162
224,2,256,12,2023,78.2
5,9,128,10,2023,78.0
54,9,128,2,2023,86.58064516129032
208,7,256,4,2023,82.93548387096774
182,7,256,6,2023,105.6774193548387
107,6,128,3,2023,49.392857142857146
119,7,256,11,2023,84.19354838709677
66,3,256,5,2023,81.36666666666666
21,8,256,4,2023,82.6774193548387
12,8,128,11,2023,104.2258064516129
38,8,128,5,2023,86.3
74,2,128,7,2023,90.7
168,6,256,6,2023,89.74193548387096
220,10,256,8,2023,101.16129032258064
43,3,128,6,2023,114.2258064516129
73,2,128,9,2023,85.09677419354838
77,10,256,7,2023,80.43333333333334
46,1,128,10,2023,71.93333333333334
6,8,256,5,2023,86.3
15,8,128,4,2023,82.6774193548387
176,9,256,3,2023,78.5
188,4,256,7,2023,83.76666666666667
100,4,128,4,2023,74.09677419354838
98,2,128,9,2023,85.09677419354838
161,6,256,7,2023,76.76666666666667
4,3,128,9,2023,107.09677419354838
89,1,256,1,2023,0.0
108,2,128,9,2023,85.09677419354838
24,9,128,4,2023,78.6774193548387
124,6,256,9,2023,77.16129032258064
44,3,128,6,2023,114.2258064516129
204,7,256,1,2023,0.0
79,2,128,11,2023,84.12903225806451
88,4,256,3,2023,84.0
24,7,128,1,2023,0.0
101,9,128,12,2023,73.7
111,9,256,8,2023,86.7741935483871
161,10,256,6,2023,95.16129032258064
87,4,256,12,2023,78.33333333333333
61,8,256,8,2023,95.61290322580645
203,7,256,7,2023,77.43333333333334
101,10,128,3,2023,105.53571428571429
171,9,256,8,2023,86.7741935483871
59,4,128,7,2023,83.76666666666667
54,10,128,1,2023,0.0
65,10,128,8,2023,101.16129032258064
148,2,256,3,2023,89.17857142857143
219,4,256,11,2023,80.58064516129032
9,7,256,9,2023,69.12903225806451
91,4,256,3,2023,84.0
98,9,256,6,2023,89.0
111,2,128,8,2023,73.7741935483871
229,1,256,9,2023,95.54838709677419
53,9,128,8,2023,86.7741935483871
44,8,128,8,2023,95.61290322580645
68,3,128,12,2023,74.53333333333333
82,8,256,11,2023,104.2258064516129
104,4,128,9,2023,90.12903225806451
144,1,256,5,2023,86.53333333333333
152,10,256,1,2023,0.0
191,3,256,8,2023,100.80645161290323
102,3,128,6,2023,114.2258064516129
110,7,256,11,2023,84.19354838709677
32,8,128,8,2023,95.61290322580645
7,5,128,9,2023,59.38709677419355
68,10,128,1,2023,0.0
38,4,256,5,2023,84.0
107,7,256,10,2023,73.3
117,3,256,6,2023,114.2258064516129
58,2,256,7,2023,90.7
159,7,256,12,2023,86.03333333333333
22,6,128,3,2023,49.392857142857146
95,6,256,7,2023,76.76666666666667
108,1,128,11,2023,78.90322580645162
116,3,256,9,2023,107.09677419354838
148,2,256,6,2023,83.25806451612904
49,8,128,11,2023,104.2258064516129
110,1,128,1,2023,0.0
152,7,256,2,2023,66.80645161290323
69,5,128,6,2023,97.3225806451613
77,7,256,12,2023,86.03333333333333
119,10,256,5,2023,91.06666666666666
30,8,128,7,2023,84.0
47,7,256,11,2023,84.19354838709677
103,8,128,5,2023,86.3
192,8,256,4,2023,82.6774193548387
92,7,128,7,2023,77.43333333333334
223,1,256,8,2023,78.80645161290323
91,9,256,4,2023,78.6774193548387
46,2,128,7,2023,90.7
28,9,128,11,2023,78.45161290322581
140,5,256,9,2023,59.38709677419355
95,3,128,3,2023,73.82142857142857
29,6,128,5,2023,95.36666666666666
12,7,128,10,2023,73.3
41,3,128,4,2023,81.41935483870968
89,7,128,8,2023,90.35483870967742
60,9,128,3,2023,78.5
60,5,128,5,2023,79.4
185,6,256,7,2023,76.76666666666667
77,8,256,3,2023,86.14285714285714
99,4,256,1,2023,0.0
164,8,256,6,2023,89.48387096774194
19,7,128,4,2023,82.93548387096774
44,9,256,3,2023,78.5
1,6,128,12,2023,88.76666666666667
102,10,128,12,2023,83.86666666666666
22,6,128,6,2023,89.74193548387096
20,9,128,6,2023,89.0
50,5,128,2,2023,97.87096774193549
85,3,256,3,2023,73.82142857142857
43,5,256,11,2023,89.83870967741936
63,6,128,10,2023,95.46666666666667
46,5,256,3,2023,78.35714285714286
104,4,128,1,2023,0.0
112,8,128,4,2023,82.6774193548387
43,1,128,2,2023,96.25806451612904
222,3,256,1,2023,0.0
193,7,256,11,2023,84.19354838709677
86,5,128,7,2023,71.56666666666666
55,4,256,12,2023,78.33333333333333
10,6,128,2,2023,85.16129032258064
37,5,128,4,2023,81.90322580645162
15,1,256,9,2023,95.54838709677419
162,9,256,3,2023,78.5
56,9,128,4,2023,78.6774193548387
165,10,256,3,2023,105.53571428571429
121,8,256,3,2023,86.14285714285714
228,3,256,5,2023,81.36666666666666
32,1,128,7,2023,86.26666666666667
218,9,256,12,2023,73.7
37,6,256,1,2023,0.0
155,1,256,12,2023,92.3
24,4,128,10,2023,93.83333333333333
17,3,128,8,2023,100.80645161290323
59,3,128,2,2023,91.03225806451613
131,7,256,2,2023,66.80645161290323
171,7,256,6,2023,105.6774193548387
70,8,128,2,2023,94.0
2,4,256,11,2023,80.58064516129032
62,5,128,10,2023,58.96666666666667
86,5,128,6,2023,97.3225806451613
158,9,256,7,2023,77.43333333333334
205,6,256,5,2023,95.36666666666666
45,4,256,6,2023,80.35483870967742
24,5,128,1,2023,0.0
72,9,128,11,2023,78.45161290322581
86,5,128,11,2023,89.83870967741936
77,4,128,1,2023,0.0
113,3,128,1,2023,0.0
66,4,256,9,2023,90.12903225806451
110,2,128,10,2023,87.86666666666666
47,5,128,4,2023,81.90322580645162
111,7,256,6,2023,105.6774193548387
8,1,256,3,2023,84.67857142857143
93,3,128,8,2023,100.80645161290323
107,4,128,11,2023,80.58064516129032
29,7,128,5,2023,86.1
77,4,128,6,2023,80.35483870967742
42,8,128,2,2023,94.0
30,6,128,11,2023,78.64516129032258
206,7,256,7,2023,77.43333333333334
33,6,128,8,2023,108.06451612903226
57,4,128,8,2023,88.51612903225806
8,4,128,2,2023,83.74193548387096
85,2,128,2,2023,74.45161290322581
14,6,256,5,2023,95.36666666666666
4,6,128,2,2023,85.16129032258064
162,6,256,4,2023,98.90322580645162
35,4,128,1,2023,0.0
166,10,256,2,2023,79.96774193548387
96,7,128,9,2023,69.12903225806451
42,3,128,8,2023,100.80645161290323
99,4,128,6,2023,80.35483870967742
24,4,256,6,2023,80.35483870967742
53,4,256,5,2023,84.0
88,1,128,10,2023,71.93333333333334
71,2,128,5,2023,73.53333333333333
2,9,256,6,2023,89.0
43,1,128,4,2023,63.32258064516129
153,10,256,5,2023,91.06666666666666
59,4,128,11,2023,80.58064516129032
97,3,128,5,2023,81.36666666666666
180,5,256,2,2023,97.87096774193549
49,7,256,4,2023,82.93548387096774
178,9,256,2,2023,86.58064516129032
209,1,256,6,2023,85.35483870967742
222,5,256,7,2023,71.56666666666666
29,7,128,10,2023,73.3
105,6,128,8,2023,108.06451612903226
109,8,128,5,2023,86.3
52,9,128,11,2023,78.45161290322581
89,5,128,10,2023,58.96666666666667
5,5,128,3,2023,78.35714285714286
58,10,128,7,2023,80.43333333333334
54,5,128,12,2023,75.5
2,10,128,1,2023,0.0
9,9,128,9,2023,104.35483870967742
107,8,128,2,2023,94.0
169,2,256,12,2023,78.2
51,1,256,6,2023,85.35483870967742
43,10,128,9,2023,99.70967741935483
34,10,128,6,2023,95.16129032258064
113,3,256,2,2023,91.03225806451613
44,6,256,8,2023,108.06451612903226
88,10,128,11,2023,89.09677419354838
12,2,128,11,2023,84.12903225806451
62,6,256,2,2023,85.16129032258064
1,3,256,7,2023,72.1
59,3,128,9,2023,107.09677419354838
156,2,256,3,2023,89.17857142857143
77,9,128,5,2023,69.3
136,8,256,2,2023,94.0
8,7,128,12,2023,86.03333333333333
68,10,256,11,2023,89.09677419354838
64,2,128,5,2023,73.53333333333333
31,2,256,4,2023,98.90322580645162
68,1,256,12,2023,92.3
113,9,256,11,2023,78.45161290322581
83,4,256,12,2023,78.33333333333333
150,4,256,4,2023,74.09677419354838
100,4,128,1,2023,0.0
71,2,256,6,2023,83.25806451612904
28,3,256,1,2023,0.0
113,2,128,5,2023,73.53333333333333
6,5,256,7,2023,71.56666666666666
80,10,256,10,2023,85.7
71,2,256,7,2023,90.7
7,9,256,7,2023,77.43333333333334
44,3,128,1,2023,0.0
111,7,128,5,2023,86.1
106,3,128,10,2023,84.73333333333333
217,6,256,3,2023,49.392857142857146
216,4,256,10,2023,93.83333333333333
87,8,128,6,2023,89.48387096774194
54,3,128,6,2023,114.2258064516129
148,2,256,5,2023,73.53333333333333
165,7,256,2,2023,66.80645161290323
221,9,256,1,2023,0.0
146,2,256,2,2023,74.45161290322581
170,9,256,5,2023,69.3
221,1,256,1,2023,0.0
42,7,256,8,2023,90.35483870967742
27,1,256,11,2023,78.90322580645162
217,6,256,11,2023,78.64516129032258
41,8,128,9,2023,81.38709677419355
88,3,128,3,2023,73.82142857142857
84,6,128,9,2023,77.16129032258064
55,5,128,6,2023,97.3225806451613
171,1,256,10,2023,71.93333333333334
60,9,128,9,2023,104.35483870967742
21,8,128,11,2023,104.2258064516129
73,3,128,7,2023,72.1
45,7,128,12,2023,86.03333333333333
48,8,256,4,2023,82.6774193548387
0,4,128,5,2023,84.0
32,6,128,9,2023,77.16129032258064
2,1,128,7,2023,86.26666666666667
202,4,256,2,2023,83.74193548387096
179,8,256,6,2023,89.48387096774194
41,7,256,7,2023,77.43333333333334
120,5,256,4,2023,81.90322580645162
107,9,128,10,2023,78.0
15,3,256,10,2023,84.73333333333333
33,9,128,1,2023,0.0
39,2,256,9,2023,85.09677419354838
109,9,128,5,2023,69.3
92,8,128,8,2023,95.61290322580645
3,1,256,6,2023,85.35483870967742
190,6,256,1,2023,0.0
67,6,128,4,2023,98.90322580645162
4,9,128,11,2023,78.45161290322581
31,2,128,1,2023,0.0
30,6,128,7,2023,76.76666666666667
30,10,128,3,2023,105.53571428571429
72,4,256,7,2023,83.76666666666667
13,2,128,11,2023,84.12903225806451
98,4,256,1,2023,0.0
179,2,256,11,2023,84.12903225806451
147,2,256,3,2023,89.17857142857143
76,5,128,9,2023,59.38709677419355
58,7,128,2,2023,66.80645161290323
14,1,256,3,2023,84.67857142857143
112,4,128,12,2023,78.33333333333333
23,8,256,6,2023,89.48387096774194
100,9,128,7,2023,77.43333333333334
32,3,128,3,2023,73.82142857142857
139,4,256,5,2023,84.0
7,1,128,1,2023,0.0
8,6,128,1,2023,0.0
24,2,128,1,2023,0.0
182,2,256,2,2023,74.45161290322581
14,6,256,3,2023,49.392857142857146
91,4,128,10,2023,93.83333333333333
67,9,128,11,2023,78.45161290322581
119,2,256,8,2023,73.7741935483871
85,6,256,6,2023,89.74193548387096
33,5,128,11,2023,89.83870967741936
82,4,256,9,2023,90.12903225806451
80,8,256,3,2023,86.14285714285714
109,3,128,1,2023,0.0
102,10,128,8,2023,101.16129032258064
88,3,128,7,2023,72.1
114,5,256,1,2023,0.0
87,9,128,11,2023,78.45161290322581
77,10,128,2,2023,79.96774193548387
43,2,128,10,2023,87.86666666666666
2,3,128,12,2023,74.53333333333333
158,3,256,12,2023,74.53333333333333
64,2,256,9,2023,85.09677419354838
96,5,128,6,2023,97.3225806451613
169,6,256,8,2023,108.06451612903226
39,6,128,1,2023,0.0
28,4,128,11,2023,80.58064516129032
86,8,256,11,2023,104.2258064516129
28,6,256,6,2023,89.74193548387096
150,1,256,2,2023,96.25806451612904
6,10,128,9,2023,99.70967741935483
173,2,256,2,2023,74.45161290322581
105,3,128,2,2023,91.03225806451613
20,5,128,4,2023,81.90322580645162
40,4,128,3,2023,84.0
93,8,128,5,2023,86.3
158,4,256,11,2023,80.58064516129032
26,2,256,2,2023,74.45161290322581
94,4,256,11,2023,80.58064516129032
84,7,128,11,2023,84.19354838709677
9,2,128,6,2023,83.25806451612904
98,1,128,4,2023,63.32258064516129
64,5,256,2,2023,97.87096774193549
115,5,256,4,2023,81.90322580645162
186,5,256,1,2023,0.0
123,6,256,7,2023,76.76666666666667
107,4,256,6,2023,80.35483870967742
13,1,128,11,2023,78.90322580645162
83,10,256,11,2023,89.09677419354838
21,6,128,8,2023,108.06451612903226
53,6,128,5,2023,95.36666666666666
26,10,128,12,2023,83.86666666666666
15,6,256,2,2023,85.16129032258064
23,3,128,9,2023,107.09677419354838
1,2,128,11,2023,84.12903225806451
35,10,128,6,2023,95.16129032258064
211,8,256,10,2023,83.53333333333333
107,8,256,3,2023,86.14285714285714
115,3,128,10,2023,84.73333333333333
112,6,128,12,2023,88.76666666666667
50,7,128,9,2023,69.12903225806451
99,3,128,1,2023,0.0
107,5,128,12,2023,75.5
123,3,256,9,2023,107.09677419354838
156,10,256,5,2023,91.06666666666666
173,4,256,8,2023,88.51612903225806
36,2,128,4,2023,98.90322580645162
30,2,128,3,2023,89.17857142857143
114,7,256,7,2023,77.43333333333334
117,3,256,6,2023,114.2258064516129
42,9,256,3,2023,78.5
4,9,256,11,2023,78.45161290322581
82,6,256,1,2023,0.0
132,9,256,12,2023,73.7
21,10,128,3,2023,105.53571428571429
42,4,128,11,2023,80.58064516129032
6,1,128,7,2023,86.26666666666667
18,6,256,8,2023,108.06451612903226
108,10,256,12,2023,83.86666666666666
73,2,256,12,2023,78.2
31,7,256,12,2023,86.03333333333333
34,6,256,4,2023,98.90322580645162
186,6,256,10,2023,95.46666666666667
46,10,128,12,2023,83.86666666666666
106,2,256,5,2023,73.53333333333333
57,8,128,1,2023,0.0
37,6,128,12,2023,88.76666666666667
50,3,256,5,2023,81.36666666666666
10,1,256,9,2023,95.54838709677419
24,10,128,7,2023,80.43333333333334
182,6,256,12,2023,88.76666666666667
218,7,256,6,2023,105.6774193548387
7,4,128,12,2023,78.33333333333333
33,4,256,10,2023,93.83333333333333
198,6,256,10,2023,95.46666666666667
59,7,256,8,2023,90.35483870967742
28,8,128,10,2023,83.53333333333333
22,1,128,7,2023,86.26666666666667
96,7,128,7,2023,77.43333333333334
229,7,256,8,2023,90.35483870967742
79,4,128,3,2023,84.0
151,8,256,1,2023,0.0
99,2,128,8,2023,73.7741935483871
115,1,128,3,2023,84.67857142857143
82,8,128,1,2023,0.0
66,7,128,1,2023,0.0
127,2,256,3,2023,89.17857142857143
201,2,256,6,2023,83.25806451612904
14,7,128,6,2023,105.6774193548387
209,3,256,8,2023,100.80645161290323
38,3,128,1,2023,0.0
37,4,128,3,2023,84.0
2,1,256,6,2023,85.35483870967742
182,7,256,9,2023,69.12903225806451
61,7,128,9,2023,69.12903225806451
107,6,128,4,2023,98.90322580645162
19,3,128,11,2023,90.06451612903226
129,9,256,8,2023,86.7741935483871
76,9,256,11,2023,78.45161290322581
15,9,128,1,2023,0.0
92,4,128,2,2023,83.74193548387096
97,10,128,1,2023,0.0
17,7,128,7,2023,77.43333333333334
159,9,256,7,2023,77.43333333333334
54,10,256,12,2023,83.86666666666666
199,10,256,11,2023,89.09677419354838
149,4,256,12,2023,78.33333333333333
8,2,128,9,2023,85.09677419354838
26,4,128,10,2023,93.83333333333333
26,2,128,10,2023,87.86666666666666
34,6,128,9,2023,77.16129032258064
99,5,128,9,2023,59.38709677419355
43,8,128,8,2023,95.61290322580645
54,10,128,6,2023,95.16129032258064
0,2,256,3,2023,89.17857142857143
152,6,256,3,2023,49.392857142857146
81,8,128,10,2023,83.53333333333333
36,2,256,8,2023,73.7741935483871
106,10,256,3,2023,105.53571428571429
143,4,256,5,2023,84.0
56,8,128,4,2023,82.6774193548387
107,4,256,9,2023,90.12903225806451
70,7,128,7,2023,77.43333333333334
20,2,256,11,2023,84.12903225806451
35,6,128,5,2023,95.36666666666666
112,7,128,10,2023,73.3
102,10,128,7,2023,80.43333333333334
35,7,128,7,2023,77.43333333333334
78,1,128,11,2023,78.90322580645162
103,8,256,4,2023,82.6774193548387
12,3,256,10,2023,84.73333333333333
57,7,128,3,2023,74.57142857142857
169,3,256,5,2023,81.36666666666666
143,7,256,8,2023,90.35483870967742
123,1,256,10,2023,71.93333333333334
83,3,256,5,2023,81.36666666666666
88,2,128,4,2023,98.90322580645162
150,1,256,6,2023,85.35483870967742
10,7,256,6,2023,105.6774193548387
201,8,256,11,2023,104.2258064516129
63,10,256,11,2023,89.09677419354838
154,4,256,9,2023,90.12903225806451
83,7,128,7,2023,77.43333333333334
77,9,256,1,2023,0.0
17,5,128,1,2023,0.0
106,3,128,9,2023,107.09677419354838
50,10,128,1,2023,0.0
86,9,256,7,2023,77.43333333333334
102,8,256,5,2023,86.3
42,1,256,10,2023,71.93333333333334
142,6,256,6,2023,89.74193548387096
142,7,256,9,2023,69.12903225806451
23,6,256,2,2023,85.16129032258064
148,2,256,2,2023,74.45161290322581
219,3,256,4,2023,81.41935483870968
106,6,128,9,2023,77.16129032258064
157,2,256,12,2023,78.2
70,8,128,6,2023,89.48387096774194
60,2,256,12,2023,78.2
73,3,128,9,2023,107.09677419354838
53,4,128,12,2023,78.33333333333333
64,2,256,1,2023,0.0
128,8,256,7,2023,84.0
89,1,128,6,2023,85.35483870967742
185,1,256,1,2023,0.0
4,4,256,4,2023,74.09677419354838
58,5,128,3,2023,78.35714285714286
124,9,256,8,2023,86.7741935483871
7,6,128,10,2023,95.46666666666667
204,1,256,8,2023,78.80645161290323
86,2,128,6,2023,83.25806451612904
82,6,128,12,2023,88.76666666666667
28,1,128,7,2023,86.26666666666667
41,7,128,8,2023,90.35483870967742
197,5,256,3,2023,78.35714285714286
64,3,256,11,2023,90.06451612903226
87,10,128,5,2023,91.06666666666666
66,7,128,2,2023,66.80645161290323
74,8,128,10,2023,83.53333333333333
155,3,256,11,2023,90.06451612903226
2,1,128,5,2023,86.53333333333333
10,1,128,3,2023,84.67857142857143
167,4,256,5,2023,84.0
97,4,128,9,2023,90.12903225806451
78,8,128,8,2023,95.61290322580645
146,5,256,2,2023,97.87096774193549
111,9,128,3,2023,78.5
227,7,256,5,2023,86.1
60,6,256,8,2023,108.06451612903226
101,7,128,4,2023,82.93548387096774
43,4,128,6,2023,80.35483870967742
89,2,256,11,2023,84.12903225806451
111,7,128,9,2023,69.12903225806451
81,9,128,4,2023,78.6774193548387
33,9,128,4,2023,78.6774193548387
159,1,256,5,2023,86.53333333333333
71,9,128,2,2023,86.58064516129032
54,9,128,2,2023,86.58064516129032
9,3,128,3,2023,73.82142857142857
58,5,128,1,2023,0.0
70,8,128,8,2023,95.61290322580645
207,5,256,2,2023,97.87096774193549
